benchmark,reward,walltime,commandline
benchmark://cBench-v0/bzip2,1.0321538461538464,88.62185049057007,opt -sroa -gvn -simplifycfg -instcombine -nary-reassociate -correlated-propagation -strip -ipsccp -loop-versioning -newgvn -simplifycfg -memcpyopt -instcombine -gvn-hoist -argpromotion -lower-constant-intrinsics -jump-threading -early-cse-memssa -dse -mergefunc -prune-eh -simplifycfg -mldst-motion -tailcallelim -newgvn -jump-threading input.bc -o output.bc
benchmark://cBench-v0/bzip2,1.0008461538461546,145.53006887435913,opt -sroa -loop-guard-widening -gvn -simplifycfg -globaldce -adce -instcombine -nary-reassociate -loop-unroll -simplifycfg -newgvn -loop-versioning-licm -instcombine -simplifycfg -memcpyopt -newgvn -ipsccp -nary-reassociate -gvn-hoist -inferattrs -jump-threading -early-cse-memssa -dse -mergefunc -prune-eh -simplifycfg -tailcallelim -loop-distribute -newgvn -jump-threading -loop-rotate -simplifycfg -newgvn -instcombine -newgvn -gvn-hoist -newgvn -simplifycfg -loop-idiom -simplifycfg -newgvn -instcombine -simplifycfg -nary-reassociate -sccp -newgvn input.bc -o output.bc
benchmark://cBench-v0/bzip2,1.0302307692307697,102.0182192325592,opt -callsite-splitting -sroa -gvn -simplifycfg -instcombine -nary-reassociate -loop-reroll -newgvn -reg2mem -sroa -simplifycfg -ipsccp -memcpyopt -instcombine -gvn-hoist -jump-threading -newgvn -dse -mergefunc -prune-eh -simplifycfg -mldst-motion -early-cse-memssa -tailcallelim -jump-threading -post-inline-ee-instrument input.bc -o output.bc
benchmark://cBench-v0/bzip2,1.0305384615384616,86.65794968605042,opt -loop-instsimplify -sroa -gvn -simplifycfg -globalopt -globalsplit -instcombine -nary-reassociate -newgvn -simplifycfg -ipsccp -memcpyopt -elim-avail-extern -instcombine -gvn-hoist -jump-threading -early-cse-memssa -dse -mergefunc -lower-expect -prune-eh -simplifycfg -tailcallelim -newgvn -dse -jump-threading input.bc -o output.bc
benchmark://cBench-v0/bzip2,1.1738461538461544,111.78544211387634,opt -sroa -gvn -simplifycfg -instcombine -nary-reassociate -loop-unroll-and-jam -newgvn -simplifycfg -ipsccp -memcpyopt -inject-tli-mappings -instcombine -structurizecfg -newgvn -sink -jump-threading -redundant-dbg-inst-elim -instcombine -lower-matrix-intrinsics -simplifycfg -newgvn -bdce -globalopt -jump-threading -gvn-hoist -simplifycfg -mergefunc -instcombine -dse -prune-eh -simplifycfg -newgvn -coro-cleanup -mldst-motion -tailcallelim -jump-threading -tailcallelim input.bc -o output.bc
benchmark://cBench-v0/bzip2,1.0114615384615386,102.63473677635193,opt -div-rem-pairs -sroa -gvn -simplifycfg -instcombine -irce -newgvn -nary-reassociate -loop-rotate -canonicalize-aliases -simplifycfg -newgvn -ipsccp -memcpyopt -instcombine -prune-eh -gvn-hoist -simplifycfg -newgvn -dse -slp-vectorizer -mergefunc -mldst-motion -tailcallelim -newgvn -nary-reassociate -newgvn -jump-threading -early-cse-memssa -jump-threading input.bc -o output.bc
benchmark://cBench-v0/bzip2,1.0025384615384618,108.5281183719635,opt -objc-arc-contract -sroa -gvn -loop-simplify -simplifycfg -globalopt -instcombine -nary-reassociate -newgvn -simplifycfg -ipsccp -aggressive-instcombine -coro-early -memcpyopt -instcombine -gvn-hoist -jump-threading -early-cse-memssa -dse -mergefunc -globalopt -loop-reduce -add-discriminators -inline -simplifycfg -instcombine -newgvn -simplifycfg -prune-eh -simplifycfg -tailcallelim -newgvn -jump-threading -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/bzip2,1.0301538461538464,97.95685577392578,opt -canonicalize-aliases -sroa -gvn -simplifycfg -instcombine -nary-reassociate -ipsccp -newgvn -simplifycfg -lower-expect -memcpyopt -instcombine -callsite-splitting -loop-interchange -newgvn -simplifycfg -gvn-hoist -jump-threading -canonicalize-aliases -early-cse-memssa -dse -mergefunc -prune-eh -libcalls-shrinkwrap -simplifycfg -mldst-motion -tailcallelim -newgvn -jump-threading input.bc -o output.bc
benchmark://cBench-v0/bzip2,1.0271538461538465,92.34080386161804,opt -sroa -gvn -simplifycfg -instcombine -nary-reassociate -ipsccp -mergefunc -cross-dso-cfi -newgvn -coro-elide -simplifycfg -memcpyopt -sancov -instcombine -gvn-hoist -jump-threading -early-cse-memssa -dse -prune-eh -simplifycfg -mldst-motion -loop-distribute -tailcallelim -div-rem-pairs -newgvn -loop-unswitch -simplifycfg -newgvn -simplifycfg input.bc -o output.bc
benchmark://cBench-v0/bzip2,1.0287692307692313,88.38095831871033,opt -attributor -ee-instrument -sroa -gvn -simplifycfg -instcombine -nary-reassociate -ipsccp -newgvn -tailcallelim -simplifycfg -insert-gcov-profiling -sink -memcpyopt -instcombine -gvn-hoist -dse -newgvn -simplifycfg -mergefunc -prune-eh -simplifycfg -mldst-motion -constprop -pgo-memop-opt -newgvn -ipconstprop -correlated-propagation -newgvn input.bc -o output.bc
benchmark://cBench-v0/crc32,1.0,3.1279237270355225,opt -sroa -load-store-vectorizer -gvn -simplifycfg -loop-fusion -simplifycfg -instcombine input.bc -o output.bc
benchmark://cBench-v0/crc32,1.0,2.5608835220336914,opt -sroa -gvn -aggressive-instcombine -loop-reroll -instcombine -simplifycfg input.bc -o output.bc
benchmark://cBench-v0/crc32,1.0,2.171560525894165,opt -instcombine -slsr -slp-vectorizer -sroa -gvn -scalarizer -simplifycfg input.bc -o output.bc
benchmark://cBench-v0/crc32,1.0000000000000002,2.6465840339660645,opt -sroa -loop-idiom -gvn -simplifycfg -instcombine input.bc -o output.bc
benchmark://cBench-v0/crc32,1.0,2.6383216381073,opt -inject-tli-mappings -sroa -gvn -partially-inline-libcalls -simplifycfg -instcombine input.bc -o output.bc
benchmark://cBench-v0/crc32,1.0,2.5695550441741943,opt -sroa -gvn -simplifycfg -instcombine input.bc -o output.bc
benchmark://cBench-v0/crc32,1.0,2.5880300998687744,opt -lcssa -sroa -gvn -simplifycfg -instcombine input.bc -o output.bc
benchmark://cBench-v0/crc32,1.0,2.4968135356903076,opt -sroa -gvn -simplifycfg -instcombine input.bc -o output.bc
benchmark://cBench-v0/crc32,1.0000000000000002,2.6176819801330566,opt -sccp -pgo-memop-opt -sroa -licm -gvn -simplifycfg -instcombine input.bc -o output.bc
benchmark://cBench-v0/crc32,1.0,2.5586953163146973,opt -sroa -gvn-hoist -gvn -simplifycfg -pgo-memop-opt -instcombine input.bc -o output.bc
benchmark://cBench-v0/dijkstra,1.0193548387096774,3.5245144367218018,opt -sroa -newgvn -bounds-checking -simplifycfg -instcombine -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/dijkstra,1.0193548387096774,3.519796371459961,opt -sroa -newgvn -lower-expect -simplifycfg -instcombine -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/dijkstra,1.0193548387096774,3.5014398097991943,opt -sroa -redundant-dbg-inst-elim -newgvn -simplifycfg -instcombine -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/dijkstra,1.0193548387096771,4.7090959548950195,opt -sroa -ee-instrument -newgvn -simplifycfg -instcombine -loop-vectorize -simplifycfg -gvn-hoist -newgvn input.bc -o output.bc
benchmark://cBench-v0/dijkstra,1.0193548387096774,3.5275776386260986,opt -sroa -loop-data-prefetch -newgvn -simplifycfg -instcombine -separate-const-offset-from-gep -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/dijkstra,1.0193548387096774,3.488668441772461,opt -sroa -newgvn -simplifycfg -instcombine -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/dijkstra,1.0193548387096774,3.489711284637451,opt -sancov -sroa -newgvn -simplifycfg -instcombine -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/dijkstra,1.0193548387096774,3.3983490467071533,opt -sroa -newgvn -simplifycfg -instcombine -lower-constant-intrinsics -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/dijkstra,1.0193548387096774,3.524541139602661,opt -sroa -newgvn -simplifycfg -rewrite-statepoints-for-gc -instcombine -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/dijkstra,1.0193548387096774,3.390073776245117,opt -objc-arc -sroa -newgvn -simplifycfg -instcombine -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/ghostscript,1.0007028791420614,2984.7464275360107,opt -sroa -gvn -simplifycfg -instcombine -newgvn -simplifycfg -forceattrs -gvn-hoist -mergefunc -nary-reassociate -newgvn -ipsccp -simplifycfg -loop-vectorize -instcombine -simplifycfg -mldst-motion -memcpyopt -instcombine -simplifycfg -dse -ipsccp -newgvn -instcombine -slp-vectorizer -barrier -instcombine -guard-widening -gvn-hoist -sroa -globaldce -bdce -loop-extract-single -simplifycfg -slp-vectorizer -early-cse-memssa -instcombine -dse -simplifycfg -prune-eh -mldst-motion -loop-idiom -instcombine -simplifycfg -indvars -newgvn -correlated-propagation -simplifycfg -speculative-execution -newgvn -instcombine -simplifycfg -newgvn -gvn-hoist -alignment-from-assumptions -newgvn -simplifycfg -mldst-motion -slsr -newgvn -mergeicmps -simplifycfg -mldst-motion -instcombine -newgvn -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/ghostscript,1.0103514928194508,3685.274062871933,opt -sroa -globaldce -sancov -gvn -simplifycfg -functionattrs -instcombine -simplifycfg -newgvn -objc-arc-apelim -gvn-hoist -dse -inferattrs -licm -newgvn -simplifycfg -mergefunc -lower-widenable-condition -loop-instsimplify -instcombine -simplifycfg -ipsccp -simplifycfg -mldst-motion -memcpyopt -instcombine -simplifycfg -gvn-hoist -newgvn -loop-distribute -sroa -nary-reassociate -globaldce -bdce -always-inline -simplifycfg -callsite-splitting -simplifycfg -called-value-propagation -redundant-dbg-inst-elim -reassociate -simplifycfg -licm -instcombine -simplifycfg -loop-idiom -newgvn -simplifycfg -slp-vectorizer -instcombine -gvn-hoist -objc-arc -slp-vectorizer -instcombine -prune-eh -early-cse-memssa -dse -simplifycfg -correlated-propagation -rpo-functionattrs -instcombine -mldst-motion -simple-loop-unswitch -instcombine -loop-interchange -instcombine -simplifycfg -newgvn -break-crit-edges -simplifycfg -mergefunc -mldst-motion -slsr -globaldce -forceattrs -newgvn -constmerge -coro-elide -lower-matrix-intrinsics -mldst-motion -guard-widening -lower-expect -break-crit-edges -loop-interchange -simplifycfg -instsimplify -simplifycfg input.bc -o output.bc
benchmark://cBench-v0/ghostscript,0.9826197157599347,4104.108763456345,opt -sroa -gvn -simplifycfg -inject-tli-mappings -instcombine -newgvn -simplifycfg -gvn-hoist -mergefunc -newgvn -ipsccp -simplifycfg -mldst-motion -loop-versioning -called-value-propagation -instcombine -memcpyopt -instcombine -simplifycfg -dse -ee-instrument -sroa -instcombine -ipsccp -newgvn -nary-reassociate -slp-vectorizer -instcombine -insert-gcov-profiling -gvn-hoist -bdce -mldst-motion -globaldce -early-cse-memssa -simplifycfg -dse -prune-eh -loop-deletion -instcombine -simplifycfg -newgvn -mldst-motion -gvn-hoist -load-store-vectorizer -instcombine -newgvn -loop-deletion -instcombine -ee-instrument -simplifycfg -slp-vectorizer -instcombine -simplifycfg -gvn-hoist -newgvn -loop-reroll -barrier -loop-unswitch -simplifycfg -instcombine -newgvn -simplifycfg -bdce -gvn-hoist -mergefunc -mldst-motion -simplifycfg -slsr -newgvn -simplifycfg -gvn-hoist -dse input.bc -o output.bc
benchmark://cBench-v0/ghostscript,1.0007667772458853,4345.387096166611,opt -sroa -gvn -simplifycfg -instcombine -newgvn -simplifycfg -gvn-hoist -mergefunc -reassociate -instcombine -irce -newgvn -simplifycfg -ipsccp -mldst-motion -simplifycfg -mem2reg -slp-vectorizer -instcombine -memcpyopt -instcombine -dse -simplifycfg -instcombine -sccp -newgvn -nary-reassociate -sroa -gvn-hoist -globaldce -bdce -slp-vectorizer -instcombine -early-cse-memssa -dse -mldst-motion -prune-eh -correlated-propagation -instcombine -simplifycfg -mergereturn -simplifycfg -newgvn -mldst-motion -slsr -newgvn -sccp -coro-early -mldst-motion input.bc -o output.bc
benchmark://cBench-v0/ghostscript,1.0001757197855157,5820.3140823841095,opt -sroa -gvn -simplifycfg -reg2mem -inject-tli-mappings -sroa -instcombine -simplifycfg -nary-reassociate -newgvn -gvn-hoist -mergefunc -newgvn -guard-widening -ipsccp -simplifycfg -mldst-motion -instcombine -always-inline -memcpyopt -instcombine -simplifycfg -dse -sroa -instcombine -cross-dso-cfi -newgvn -ipsccp -slp-vectorizer -instcombine -gvn-hoist -memcpyopt -bdce -lower-constant-intrinsics -globaldce -mldst-motion -simplifycfg -early-cse-memssa -correlated-propagation -deadargelim -instcombine -simplifycfg -dse -bdce -strip-debug-declare -prune-eh -newgvn -objc-arc-contract -mldst-motion -slsr -newgvn -mldst-motion -mergefunc -hotcoldsplit -objc-arc-expand -sccp -loop-simplifycfg -instcombine -canonicalize-aliases -loop-extract-single -simplifycfg -newgvn -gvn-hoist -rewrite-statepoints-for-gc -newgvn input.bc -o output.bc
benchmark://cBench-v0/ghostscript,1.0000745477877944,3072.1440348625183,opt -instnamer -sroa -gvn -simplifycfg -instcombine -newgvn -simplifycfg -gvn-hoist -instcombine -mergefunc -ipsccp -simplifycfg -mldst-motion -newgvn -memcpyopt -instcombine -simplifycfg -dse -instcombine -ipsccp -nary-reassociate -slp-vectorizer -sroa -instcombine -loop-simplifycfg -instcombine -slsr -loop-distribute -simplifycfg -early-cse-memssa -gvn-hoist -bdce -globaldce -loweratomic -slp-vectorizer -dse -prune-eh -mldst-motion -newgvn -mldst-motion -newgvn -mldst-motion input.bc -o output.bc
benchmark://cBench-v0/ghostscript,0.9966134004973405,4450.31090927124,opt -sroa -correlated-propagation -gvn -simplifycfg -instcombine -newgvn -simplifycfg -gvn-hoist -mergefunc -newgvn -die -ipsccp -simplifycfg -mldst-motion -instcombine -memcpyopt -instcombine -simplifycfg -dse -sroa -instcombine -simple-loop-unswitch -insert-gcov-profiling -instcombine -consthoist -simplifycfg -loop-unroll-and-jam -lower-expect -instcombine -simplifycfg -ipsccp -newgvn -nary-reassociate -slp-vectorizer -instcombine -gvn-hoist -loop-predication -instcombine -simplifycfg -lcssa -instcombine -alignment-from-assumptions -callsite-splitting -loop-simplifycfg -instcombine -simplifycfg -globaldce -simple-loop-unswitch -loop-rotate -simplifycfg -instcombine -newgvn -correlated-propagation -simplifycfg -bdce -functionattrs -newgvn -instcombine -simplifycfg -gvn-hoist -newgvn -sroa -guard-widening -simple-loop-unswitch -simplifycfg -instcombine -constprop -dse -slp-vectorizer -ipsccp -mldst-motion -simplifycfg -prune-eh -early-cse-memssa -newgvn -lower-widenable-condition -memcpyopt -instcombine -die -aggressive-instcombine -simplifycfg -mldst-motion -slsr -attributor -newgvn -nary-reassociate -loop-instsimplify -simplifycfg -instcombine -simplifycfg -mldst-motion -consthoist -globaldce input.bc -o output.bc
benchmark://cBench-v0/ghostscript,1.000053248419853,3295.7544672489166,opt -sroa -gvn -simplifycfg -instcombine -newgvn -reg2mem -sroa -simplifycfg -ipsccp -gvn-hoist -mergefunc -newgvn -simplifycfg -instcombine -globalopt -mldst-motion -memcpyopt -instcombine -simplifycfg -dse -instcombine -nary-reassociate -simplifycfg -early-cse-memssa -slp-vectorizer -instcombine -gvn-hoist -bdce -newgvn -dse -prune-eh -mldst-motion -mldst-motion -simplifycfg -slsr -loop-sink -instcombine -simplifycfg -newgvn -mldst-motion -gvn-hoist input.bc -o output.bc
benchmark://cBench-v0/ghostscript,0.993205501626739,4366.450885772705,opt -sroa -gvn -simplifycfg -instcombine -newgvn -loop-rotate -simplifycfg -instcombine -gvn-hoist -nary-reassociate -newgvn -mergefunc -loop-predication -simplifycfg -die -instsimplify -ipsccp -redundant-dbg-inst-elim -mldst-motion -simplifycfg -memcpyopt -instcombine -dse -ipsccp -separate-const-offset-from-gep -newgvn -instcombine -simplifycfg -slp-vectorizer -instcombine -gvn-hoist -sroa -globaldce -bdce -slp-vectorizer -break-crit-edges -simplifycfg -early-cse-memssa -mldst-motion -dse -instcombine -memcpyopt -simplifycfg -prune-eh -coro-cleanup -newgvn -mldst-motion -slsr -newgvn -mldst-motion -redundant-dbg-inst-elim input.bc -o output.bc
benchmark://cBench-v0/ghostscript,1.003067108983541,4335.09952044487,opt -sroa -gvn -simplifycfg -instcombine -newgvn -simplifycfg -gvn-hoist -mergefunc -inject-tli-mappings -constmerge -newgvn -slsr -ipsccp -simplifycfg -mldst-motion -instcombine -inferattrs -memcpyopt -instcombine -functionattrs -newgvn -simplifycfg -dse -instcombine -ipsccp -nary-reassociate -newgvn -slp-vectorizer -instcombine -gvn-hoist -bdce -simplifycfg -post-inline-ee-instrument -mergefunc -sroa -constprop -mldst-motion -coro-cleanup -newgvn -dse -slp-vectorizer -instcombine -irce -instcombine -simplifycfg -early-cse-memssa -prune-eh -globaldce -mldst-motion -newgvn -newgvn -mldst-motion -memcpyopt -instsimplify -mldst-motion -gvn-hoist -newgvn input.bc -o output.bc
benchmark://cBench-v0/gsm,1.1492325184764074,47.233333587646484,opt -instcombine -libcalls-shrinkwrap -sroa -gvn -simplifycfg -instcombine -slp-vectorizer -instcombine -load-store-vectorizer -slp-vectorizer -instcombine -jump-threading -newgvn -irce -attributor -simplifycfg -always-inline -correlated-propagation -instcombine -load-store-vectorizer -dse -ipsccp -instcombine -simplifycfg -nary-reassociate -gvn-hoist -prune-eh -jump-threading -div-rem-pairs -lower-matrix-intrinsics input.bc -o output.bc
benchmark://cBench-v0/gsm,1.1493746446844801,45.798462867736816,opt -sroa -instcombine -simplifycfg -newgvn -slp-vectorizer -instcombine -jump-threading -guard-widening -load-store-vectorizer -simple-loop-unswitch -instcombine -slp-vectorizer -instcombine -attributor -simplifycfg -dse -newgvn -coro-cleanup -ipsccp -slsr -loop-versioning-licm -simplifycfg -instcombine -loop-deletion -simplifycfg -newgvn -nary-reassociate -gvn-hoist -prune-eh -simplifycfg input.bc -o output.bc
benchmark://cBench-v0/gsm,1.1496588971006252,44.11701798439026,opt -objc-arc-expand -sroa -instcombine -simplifycfg -newgvn -slp-vectorizer -instcombine -lowerinvoke -load-store-vectorizer -instcombine -loop-fusion -slp-vectorizer -simplifycfg -instcombine -jump-threading -newgvn -dse -ipsccp -instcombine -simplifycfg -nary-reassociate -argpromotion -gvn-hoist -prune-eh -simplifycfg input.bc -o output.bc
benchmark://cBench-v0/gsm,1.1495167708925527,44.329240560531616,opt -sroa -loop-data-prefetch -instcombine -simplifycfg -newgvn -coro-split -slp-vectorizer -objc-arc -instcombine -load-store-vectorizer -instcombine -slp-vectorizer -instcombine -jump-threading -newgvn -loweratomic -simplifycfg -dse -ipsccp -instcombine -simplifycfg -nary-reassociate -gvn-hoist -prune-eh -simplifycfg input.bc -o output.bc
benchmark://cBench-v0/gsm,1.1428368391131327,49.98182153701782,opt -simplifycfg -sroa -instcombine -newgvn -simplifycfg -slp-vectorizer -instcombine -load-store-vectorizer -instcombine -jump-threading -partially-inline-libcalls -sink -slp-vectorizer -instcombine -newgvn -gvn-hoist -dse -ipsccp -loop-simplifycfg -simplifycfg -lower-widenable-condition -instcombine -barrier -ipsccp -nary-reassociate -simplifycfg -prune-eh -correlated-propagation -globalopt -instcombine -deadargelim -instcombine -simplifycfg input.bc -o output.bc
benchmark://cBench-v0/gsm,1.151080159181353,49.40003705024719,opt -sroa -instcombine -loop-versioning -simplifycfg -newgvn -slp-vectorizer -loop-load-elim -functionattrs -instcombine -load-store-vectorizer -instcombine -slp-vectorizer -simplifycfg -instcombine -jump-threading -newgvn -ipsccp -instcombine -rpo-functionattrs -dse -simplifycfg -loop-unroll-and-jam -always-inline -partially-inline-libcalls -simplifycfg -newgvn -nary-reassociate -gvn-hoist -prune-eh -simplifycfg input.bc -o output.bc
benchmark://cBench-v0/gsm,1.1482376350198977,45.67041087150574,opt -bdce -sroa -instcombine -simplifycfg -newgvn -slp-vectorizer -instcombine -load-store-vectorizer -tailcallelim -instcombine -slp-vectorizer -instcombine -jump-threading -newgvn -simplifycfg -dse -ipsccp -partial-inliner -loop-fusion -simplifycfg -instcombine -simplifycfg -nary-reassociate -gvn-hoist -loop-extract-single -simplifycfg -prune-eh -coro-split -sink input.bc -o output.bc
benchmark://cBench-v0/gsm,1.0574189880613987,56.40202045440674,opt -sroa -instcombine -simple-loop-unswitch -die -simplifycfg -newgvn -slp-vectorizer -instsimplify -load-store-vectorizer -instcombine -slp-vectorizer -instcombine -loop-unroll -instsimplify -simplifycfg -newgvn -loop-simplify -loop-data-prefetch -jump-threading -sink -infer-address-spaces -instcombine -loop-extract-single -simplifycfg -memcpyopt -newgvn -loop-versioning -dse -ipsccp -nary-reassociate -gvn-hoist -prune-eh -correlated-propagation -break-crit-edges -simplifycfg -instcombine -loop-unroll-and-jam -simplifycfg -newgvn input.bc -o output.bc
